pokedex_entry,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed
798,Kartana,Alola,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,59,181,131,59,31,109
799,Guzzlord,Alola,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,,,223,101,53,97,53,43
800,Necrozma,Alola,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,,,97,107,101,127,89,79
800,Dusk Mane Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,,,97,157,127,113,109,77
800,Dawn Wings Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,97,113,109,157,127,77
800,Ultra Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,97,167,97,167,97,129
801,Magearna,Alola,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,80,95,115,130,115,65
802,Marshadow,Alola,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,90,125,80,90,90,125
803,Poipole,Alola,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,67,73,67,73,67,73
804,Naganadel,Alola,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,,,73,73,73,127,73,121
805,Stakataka,Alola,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,,,61,131,211,53,101,13
806,Blacephalon,Alola,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,,,53,127,53,151,79,107
807,Zeraora,Alola,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,88,112,75,102,80,143
808,Meltan,Alola,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,,,46,65,65,55,35,34
809,Melmetal,Alola,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,,,135,143,143,80,65,34
810,Grookey,Galar,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,50,65,50,40,40,65
811,Thwackey,Galar,8,Normal,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,70,85,70,55,60,80
812,Rillaboom,Galar,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,100,125,90,60,70,85
813,Scorbunny,Galar,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,50,71,40,40,40,69
814,Raboot,Galar,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,,Libero,65,86,60,55,60,94
815,Cinderace,Galar,8,Normal,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,,Libero,80,116,75,65,75,119
816,Sobble,Galar,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,,Sniper,50,40,40,70,40,70
817,Drizzile,Galar,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,65,60,55,95,55,90
818,Inteleon,Galar,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,70,85,65,125,65,120
819,Skwovet,Galar,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,70,55,55,35,35,25
820,Greedent,Galar,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,120,95,95,55,75,20
821,Rookidee,Galar,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57
822,Corvisquire,Galar,8,Normal,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77
823,Corviknight,Galar,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67
824,Blipbug,Galar,8,Normal,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45
825,Dottler,Galar,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30
826,Orbeetle,Galar,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,60,45,110,80,120,90
827,Nickit,Galar,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,40,28,28,47,52,50
828,Thievul,Galar,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,70,58,58,87,92,90
829,Gossifleur,Galar,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10
830,Eldegoss,Galar,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60
831,Wooloo,Galar,8,Normal,Sheep Pokémon,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48
832,Dubwool,Galar,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88
833,Chewtle,Galar,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44
834,Drednaw,Galar,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74
835,Yamper,Galar,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,59,45,50,40,50,26
836,Boltund,Galar,8,Normal,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,,Competitive,69,90,60,90,60,121
837,Rolycoly,Galar,8,Normal,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30
838,Carkol,Galar,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50
839,Coalossal,Galar,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30
840,Applin,Galar,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20
841,Flapple,Galar,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,70,110,80,95,60,70
842,Appletun,Galar,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30
843,Silicobra,Galar,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46
844,Sandaconda,Galar,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71
845,Cramorant,Galar,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,,,70,85,55,85,95,85
846,Arrokuda,Galar,8,Normal,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,41,63,40,40,30,66
847,Barraskewda,Galar,8,Normal,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,61,123,60,60,50,136
848,Toxel,Galar,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,40,38,35,54,35,40
849,Toxtricity Low Key Form,Galar,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Minus,Technician,75,98,70,114,70,75
849,Toxtricity Amped Form,Galar,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,75,98,70,114,70,75
850,Sizzlipede,Galar,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45
851,Centiskorch,Galar,8,Normal,Radiator Pokémon,2,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65
852,Clobbopus,Galar,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4,2,Limber,,Technician,50,68,60,50,50,32
853,Grapploct,Galar,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39,2,Limber,,Technician,80,118,90,70,80,42
854,Sinistea,Galar,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,40,45,45,74,54,50
855,Polteageist,Galar,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,60,65,65,134,114,70
856,Hatenna,Galar,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39
857,Hattrem,Galar,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49
858,Hatterene,Galar,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5,3,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29
859,Impidimp,Galar,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,45,45,30,55,40,50
860,Morgrem,Galar,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,65,60,45,75,55,70
861,Grimmsnarl,Galar,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,3,Prankster,Frisk,Pickpocket,95,120,65,95,75,60
862,Obstagoon,Galar,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46,3,Reckless,Guts,Defiant,93,90,101,60,81,95
863,Perrserker,Galar,8,Normal,Viking Pokémon,1,Steel,,0.8,28,3,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50
864,Cursola,Galar,8,Normal,Coral Pokémon,1,Ghost,,1,0.4,2,Weak Armor,,Perish Body,60,95,50,145,130,30
865,Sirfetch'd,Galar,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117,2,Steadfast,,Scrappy,62,135,95,68,82,65
866,Mr. Rime,Galar,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70
867,Runerigus,Galar,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,,,58,95,145,50,105,30
868,Milcery,Galar,8,Normal,Cream Pokémon,1,Fairy,,0.2,0.3,2,Sweet Veil,,Aroma Veil,45,40,40,50,61,34
869,Alcremie,Galar,8,Normal,Cream Pokémon,1,Fairy,,0.3,0.5,2,Sweet Veil,,Aroma Veil,65,60,75,110,121,64
870,Falinks,Galar,8,Normal,Formation Pokémon,1,Fighting,,3,62,2,Battle Armor,,Defiant,65,100,100,70,60,75
871,Pincurchin,Galar,8,Normal,Sea Urchin Pokémon,1,Electric,,0.3,1,2,Lightning Rod,,Electric Surge,48,101,95,91,85,15
872,Snom,Galar,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,,Ice Scales,30,25,35,45,30,20
873,Frosmoth,Galar,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42,2,Shield Dust,,Ice Scales,70,65,60,125,90,65
874,Stonjourner,Galar,8,Normal,Big Rock Pokémon,1,Rock,,2.5,520,1,Power Spot,,,100,125,135,20,20,70
875,Eiscue Ice Face,Galar,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,75,80,110,65,90,50
875,Eiscue Noice Face,Galar,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,,,75,80,70,65,50,130
876,Indeedee Male,Galar,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95
876,Indeedee Female,Galar,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85
877,Morpeko Full Belly Mode,Galar,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,58,95,58,70,58,97
877,Morpeko Hangry Mode,Galar,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,,,58,95,58,70,58,97
878,Cufant,Galar,8,Normal,Copperderm Pokémon,1,Steel,,1.2,100,2,Sheer Force,,Heavy Metal,72,80,49,40,49,40
879,Copperajah,Galar,8,Normal,Copperderm Pokémon,1,Steel,,3,650,2,Sheer Force,,Heavy Metal,122,130,69,80,69,30
880,Dracozolt,Galar,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190,3,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75
881,Arctozolt,Galar,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150,3,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55
882,Dracovish,Galar,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215,3,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75
883,Arctovish,Galar,8,Normal,Fossil Pokémon,2,Water,Ice,2,175,3,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55
884,Duraludon,Galar,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40,3,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85
885,Dreepy,Galar,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2,3,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82
886,Drakloak,Galar,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11,3,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102
887,Dragapult,Galar,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3,50,3,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142
888,Zacian Crowned Sword,Galar,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355,1,Intrepid Sword,,,92,170,115,80,115,148
888,Zacian Hero of Many Battles,Galar,8,Legendary,Warrior Pokémon,1,Fairy,,2.8,110,1,Intrepid Sword,,,92,130,115,80,115,138
889,Zamazenta Crowned Shield,Galar,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785,1,Dauntless Shield,,,92,130,145,80,145,128
889,Zamazenta Hero of Many Battles,Galar,8,Legendary,Warrior Pokémon,1,Fighting,,2.9,210,1,Dauntless Shield,,,92,130,115,80,115,138
890,Eternatus,Galar,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20,950,1,Pressure,,,140,85,95,145,95,130
890,Eternatus Eternamax,Galar,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,100,,0,,,,255,115,250,125,250,130
