pokedex_number,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
579,Reuniclus,Unova,5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,1,Amorphous,,50,20
580,Ducklett,Unova,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50,20
581,Swanna,Unova,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50,20
582,Vanillite,Unova,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,1,Mineral,,50,20
583,Vanillish,Unova,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,1,Mineral,,50,20
584,Vanilluxe,Unova,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,241,Slow,1,Mineral,,50,20
585,Deerling,Unova,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,67,Medium Fast,1,Field,,50,20
586,Sawsbuck,Unova,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,166,Medium Fast,1,Field,,50,20
587,Emolga,Unova,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,75,60,103,200,70,150,Medium Fast,1,Field,,50,20
588,Karrablast,Unova,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,70,63,Medium Fast,1,Bug,,50,15
589,Escavalier,Unova,5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,70,173,Medium Fast,1,Bug,,50,15
590,Foongus,Unova,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,70,59,Medium Fast,1,Grass,,50,20
591,Amoonguss,Unova,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,70,162,Medium Fast,1,Grass,,50,20
592,Frillish,Unova,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,70,67,Medium Fast,1,Amorphous,,50,20
593,Jellicent,Unova,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,70,168,Medium Fast,1,Amorphous,,50,20
594,Alomomola,Unova,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,70,165,Fast,2,Water 1,Water 2,50,40
595,Joltik,Unova,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,70,64,Medium Fast,1,Bug,,50,20
596,Galvantula,Unova,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,70,165,Medium Fast,1,Bug,,50,20
597,Ferroseed,Unova,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,70,61,Medium Fast,2,Grass,Mineral,50,20
598,Ferrothorn,Unova,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,70,171,Medium Fast,2,Grass,Mineral,50,20
599,Klink,Unova,5,Normal,Gear Pokémon,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,70,60,Medium Slow,1,Mineral,,,20
600,Klang,Unova,5,Normal,Gear Pokémon,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,70,154,Medium Slow,1,Mineral,,,20
601,Klinklang,Unova,5,Normal,Gear Pokémon,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,70,234,Medium Slow,1,Mineral,,,20
602,Tynamo,Unova,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190,70,55,Slow,1,Amorphous,,50,20
603,Eelektrik,Unova,5,Normal,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,,,405,65,85,70,75,70,40,60,70,142,Slow,1,Amorphous,,50,20
604,Eelektross,Unova,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,30,70,232,Slow,1,Amorphous,,50,20
605,Elgyem,Unova,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,70,67,Medium Fast,1,Human-Like,,50,20
606,Beheeyem,Unova,5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,70,170,Medium Fast,1,Human-Like,,50,20
607,Litwick,Unova,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,70,55,Medium Slow,1,Amorphous,,50,20
608,Lampent,Unova,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,70,130,Medium Slow,1,Amorphous,,50,20
609,Chandelure,Unova,5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,70,234,Medium Slow,1,Amorphous,,50,20
610,Axew,Unova,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,35,64,Slow,2,Dragon,Monster,50,40
611,Fraxure,Unova,5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,35,144,Slow,2,Dragon,Monster,50,40
612,Haxorus,Unova,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,35,243,Slow,2,Dragon,Monster,50,40
613,Cubchoo,Unova,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,70,61,Medium Fast,1,Field,,50,20
614,Beartic,Unova,5,Normal,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,60,70,177,Medium Fast,1,Field,,50,20
615,Cryogonal,Unova,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,,,515,80,50,50,95,135,105,25,70,180,Medium Fast,1,Mineral,,,25
616,Shelmet,Unova,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,200,70,61,Medium Fast,1,Bug,,50,15
617,Accelgor,Unova,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,75,70,173,Medium Fast,1,Bug,,50,15
618,Stunfisk,Unova,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,75,70,165,Medium Fast,2,Amorphous,Water 1,50,20
618,Galarian Stunfisk,Unova,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,66,84,32,,,,Medium Fast,2,Amorphous,Water 1,,20
619,Mienfoo,Unova,5,Normal,Martial Arts Pokémon,1,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,180,70,70,Medium Slow,2,Field,Human-Like,50,25
620,Mienshao,Unova,5,Normal,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,45,70,179,Medium Slow,2,Field,Human-Like,50,25
621,Druddigon,Unova,5,Normal,Cave Pokémon,1,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,45,70,170,Medium Fast,2,Dragon,Monster,50,30
622,Golett,Unova,5,Normal,Automaton Pokémon,2,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,190,70,61,Medium Fast,1,Mineral,,,25
623,Golurk,Unova,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,90,70,169,Medium Fast,1,Mineral,,,25
624,Pawniard,Unova,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,120,35,68,Medium Fast,1,Human-Like,,50,20
625,Bisharp,Unova,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70,3,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,45,35,172,Medium Fast,1,Human-Like,,50,20
626,Bouffalant,Unova,5,Normal,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,45,70,172,Medium Fast,1,Field,,50,20
627,Rufflet,Unova,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,190,70,70,Slow,1,Flying,,100,20
628,Braviary,Unova,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,60,70,179,Slow,1,Flying,,100,20
629,Vullaby,Unova,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,190,35,74,Slow,1,Flying,,0,20
630,Mandibuzz,Unova,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,60,35,179,Slow,1,Flying,,0,20
631,Heatmor,Unova,5,Normal,Anteater Pokémon,1,Fire,,1.4,58,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,90,70,169,Medium Fast,1,Field,,50,20
632,Durant,Unova,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33,3,Swarm,Hustle,Truant,484,58,109,112,48,48,109,90,70,169,Medium Fast,1,Bug,,50,20
633,Deino,Unova,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,45,50,38,45,35,60,Slow,1,Dragon,,50,40
634,Zweilous,Unova,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50,1,Hustle,,,420,72,85,70,65,70,58,45,35,147,Slow,1,Dragon,,50,40
635,Hydreigon,Unova,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160,1,Levitate,,,600,92,105,90,125,90,98,45,35,270,Slow,1,Dragon,,50,40
636,Larvesta,Unova,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,50,55,60,45,70,72,Slow,1,Bug,,50,40
637,Volcarona,Unova,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46,2,Flame Body,,Swarm,550,85,60,65,135,105,100,15,70,248,Slow,1,Bug,,50,40
638,Cobalion,Unova,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250,1,Justified,,,580,91,90,129,90,72,108,3,35,261,Slow,1,Undiscovered,,,80
639,Terrakion,Unova,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260,1,Justified,,,580,91,129,90,72,90,108,3,35,261,Slow,1,Undiscovered,,,80
640,Virizion,Unova,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2,200,1,Justified,,,580,91,90,72,90,129,108,3,35,261,Slow,1,Undiscovered,,,80
641,Tornadus Incarnate Forme,Unova,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.5,63,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,261,Slow,1,Undiscovered,,100,120
641,Tornadus Therian Forme,Unova,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.4,63,1,Regenerator,,,580,79,100,80,110,90,121,3,90,261,Slow,1,Undiscovered,,100,120
642,Thundurus Incarnate Forme,Unova,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,261,Slow,1,Undiscovered,,100,120
642,Thundurus Therian Forme,Unova,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3,61,1,Volt Absorb,,,580,79,105,70,145,80,101,3,90,261,Slow,1,Undiscovered,,100,120
643,Reshiram,Unova,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330,1,Turboblaze,,,680,100,120,100,150,120,90,3,0,306,Slow,1,Undiscovered,,,120
644,Zekrom,Unova,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345,1,Teravolt,,,680,100,150,120,120,100,90,3,0,306,Slow,1,Undiscovered,,,120
645,Landorus Incarnate Forme,Unova,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68,2,Sand Force,,Sheer Force,600,89,125,90,115,80,101,3,90,270,Slow,1,Undiscovered,,100,120
645,Landorus Therian Forme,Unova,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68,1,Intimidate,,,600,89,145,90,105,80,91,3,90,270,Slow,1,Undiscovered,,100,120
646,Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3,325,1,Pressure,,,660,125,130,90,130,90,95,3,0,297,Slow,1,Undiscovered,,,120
646,Black Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325,1,Teravolt,,,700,125,170,100,120,90,95,3,0,315,Slow,1,Undiscovered,,,120
646,White Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325,1,Turboblaze,,,700,125,120,90,170,100,95,3,0,315,Slow,1,Undiscovered,,,120
647,Keldeo Ordinary Forme,Unova,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,3,35,261,Slow,1,Undiscovered,,,80
647,Keldeo Resolute Forme,Unova,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,3,35,261,Slow,1,Undiscovered,,,80
648,Meloetta Aria Forme,Unova,5,Mythical,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,128,128,90,3,100,270,Slow,1,Undiscovered,,,120
648,Meloetta Pirouette Forme,Unova,5,Mythical,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,600,100,128,90,77,77,128,3,100,270,Slow,1,Undiscovered,,,120
649,Genesect,Unova,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,3,0,270,Slow,1,Undiscovered,,,120
650,Chespin,Kalos,6,Normal,Spiny Nut Pokémon,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,45,70,63,Medium Slow,1,Field,,87.5,20
651,Quilladin,Kalos,6,Normal,Spiny Armor Pokémon,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,45,70,142,Medium Slow,1,Field,,87.5,20
652,Chesnaught,Kalos,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45,70,239,Medium Slow,1,Field,,87.5,20
653,Fennekin,Kalos,6,Normal,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,45,70,61,Medium Slow,1,Field,,87.5,20
654,Braixen,Kalos,6,Normal,Fox Pokémon,1,Fire,,1,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,45,70,143,Medium Slow,1,Field,,87.5,20
655,Delphox,Kalos,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,534,75,69,72,114,100,104,45,70,240,Medium Slow,1,Field,,87.5,20
656,Froakie,Kalos,6,Normal,Bubble Frog Pokémon,1,Water,,0.3,7,2,Torrent,,Protean,314,41,56,40,62,44,71,45,70,63,Medium Slow,1,Water 1,,87.5,20
657,Frogadier,Kalos,6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,45,70,142,Medium Slow,1,Water 1,,87.5,20
658,Greninja,Kalos,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,2,Torrent,,Protean,530,72,95,67,103,71,122,45,70,239,Medium Slow,1,Water 1,,87.5,20
658,Ash-Greninja,Kalos,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,1,Battle Bond,,,640,72,145,67,153,71,132,45,70,288,Medium Slow,1,Undiscovered,,100,20
659,Bunnelby,Kalos,6,Normal,Digging Pokémon,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,70,47,Medium Fast,1,Field,,50,15
660,Diggersby,Kalos,6,Normal,Digging Pokémon,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,70,148,Medium Fast,1,Field,,50,15
661,Fletchling,Kalos,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,70,56,Medium Slow,1,Flying,,50,15
662,Fletchinder,Kalos,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,70,134,Medium Slow,1,Flying,,50,15
663,Talonflame,Kalos,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,70,175,Medium Slow,1,Flying,,50,15
664,Scatterbug,Kalos,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,70,40,Medium Fast,1,Bug,,50,15
665,Spewpa,Kalos,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,70,75,Medium Fast,1,Bug,,50,15
666,Vivillon,Kalos,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,70,185,Medium Fast,1,Bug,,50,15
667,Litleo,Kalos,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,70,74,Medium Slow,1,Field,,25,20
668,Pyroar,Kalos,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,70,177,Medium Slow,1,Field,,25,20
669,Flabébé,Kalos,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,70,61,Medium Fast,1,Fairy,,0,20
670,Floette,Kalos,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,70,130,Medium Fast,1,Fairy,,0,20
671,Florges,Kalos,6,Normal,Garden Pokémon,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,70,248,Medium Fast,1,Fairy,,0,20
672,Skiddo,Kalos,6,Normal,Mount Pokémon,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,70,70,Medium Fast,1,Field,,50,20
673,Gogoat,Kalos,6,Normal,Mount Pokémon,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,70,186,Medium Fast,1,Field,,50,20
674,Pancham,Kalos,6,Normal,Playful Pokémon,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,70,70,Medium Fast,2,Field,Human-Like,50,25
675,Pangoro,Kalos,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,70,173,Medium Fast,2,Field,Human-Like,50,25
676,Furfrou,Kalos,6,Normal,Poodle Pokémon,1,Normal,,1.2,28,1,Fur Coat,,,472,75,80,60,65,90,102,160,70,165,Medium Fast,1,Field,,50,20
677,Espurr,Kalos,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,70,71,Medium Fast,1,Field,,50,20
678,Meowstic Male,Kalos,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50,20
678,Meowstic Female,Kalos,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50,20
679,Honedge,Kalos,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2,1,No Guard,,,325,45,80,100,35,37,28,180,70,65,Medium Fast,1,Mineral,,50,20
680,Doublade,Kalos,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90,70,157,Medium Fast,1,Mineral,,50,20
681,Aegislash Blade Forme,Kalos,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,150,50,150,50,60,45,70,234,Medium Fast,1,Mineral,,50,20
681,Aegislash Shield Forme,Kalos,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,520,60,50,150,50,150,60,45,70,234,Medium Fast,1,Mineral,,50,20
682,Spritzee,Kalos,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,70,68,Medium Fast,1,Fairy,,50,20
683,Aromatisse,Kalos,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,70,162,Medium Fast,1,Fairy,,50,20
684,Swirlix,Kalos,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,70,68,Medium Fast,1,Fairy,,50,20
685,Slurpuff,Kalos,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,70,168,Medium Fast,1,Fairy,,50,20
686,Inkay,Kalos,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,70,58,Medium Fast,2,Water 1,Water 2,50,20
687,Malamar,Kalos,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,70,169,Medium Fast,2,Water 1,Water 2,50,20
688,Binacle,Kalos,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,70,61,Medium Fast,1,Water 3,,50,20
689,Barbaracle,Kalos,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,70,175,Medium Fast,1,Water 3,,50,20
690,Skrelp,Kalos,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,70,64,Medium Fast,2,Dragon,Water 1,50,20
691,Dragalge,Kalos,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,70,173,Medium Fast,2,Dragon,Water 1,50,20
692,Clauncher,Kalos,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225,70,66,Slow,2,Water 1,Water 3,50,15
693,Clawitzer,Kalos,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55,70,100,Slow,2,Water 1,Water 3,50,15
694,Helioptile,Kalos,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,70,58,Medium Fast,2,Dragon,Monster,50,20
695,Heliolisk,Kalos,6,Normal,Generator Pokémon,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,70,168,Medium Fast,2,Dragon,Monster,50,20
696,Tyrunt,Kalos,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30
697,Tyrantrum,Kalos,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30
698,Amaura,Kalos,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362,77,59,50,67,63,46,45,70,72,Medium Fast,1,Monster,,87.5,30
699,Aurorus,Kalos,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,521,123,77,72,99,92,58,45,70,104,Medium Fast,1,Monster,,87.5,30
700,Sylveon,Kalos,6,Normal,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,525,95,65,65,110,130,60,45,70,184,Medium Fast,1,Field,,87.5,35
701,Hawlucha,Kalos,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118,100,70,175,Medium Fast,2,Flying,Human-Like,50,20
702,Dedenne,Kalos,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101,180,70,151,Medium Fast,2,Fairy,Field,50,20
703,Carbink,Kalos,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500,50,50,150,50,150,50,60,70,100,Slow,2,Fairy,Mineral,,25
